ID,MS,Mp,VFN,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m,Mt,Enedc,Ewltp,W,At1,At2,Ft,Fm,ec,ep,z,It,Ernedc,Erwltp,De,Vf,r,year,Status,version_file,E,Er,Zr							 
2379837,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE BLACK ED 35 TFSI","M1","M1",1577,1646,143,164,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
9401420,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE BLACK ED 35 TFSI","M1","M1",1577,1646,143,164,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
3735859,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE 35 TFSI","M1","M1",1570,1640,143,163,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
3734477,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE BLACK ED 35 TFSI","M1","M1",1577,1646,143,164,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
2324210,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE 35 TFSI","M1","M1",1570,1640,143,163,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
4423740,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE BLACK ED 35 TFSI","M1","M1",1577,1646,143,164,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
9401455,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE 35 TFSI","M1","M1",1570,1640,143,163,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
9422362,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE 35 TFSI","M1","M1",1570,1640,143,163,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
9424832,"GB","VOLKSWAGEN","","AUDI AG","AUDI AG","AUDI","e1*2001/116*0430*63","B8","L2DLVBF1","FM6FM6DJ011RT031E19S54BFBEM1","AUDI","A4 S LINE BLACK ED 35 TFSI","M1","M1",1577,1646,143,164,2829,1561,1554,"PETROL","M",1984,,,"",,,,,1,2020,"P","v21",,,							 
